mp-1016837,2.140218836111043
mp-10173,1.1566702765541264
mp-10895,2.268076933949144
mp-11233,2.037079720814586
mp-11260,2.1280080983184604
mp-11350,1.9399184203690567
mp-1152,2.359059127514726
mp-13920,1.6386389878583454
mp-15987,2.1629256704767417
mp-20541,2.315086170776704
mp-2187,1.95488382642832
mp-22700,1.904434217403545
mp-23214,1.2260325033449588
mp-2554,2.0864274614344254
mp-27409,1.1125714898649792
mp-35208,2.11831764526972
mp-3648,2.0516463721655303
mp-37741,1.69539410829111
mp-5305,1.8202474489018763
mp-569344,2.1783437389762197
mp-569779,1.9965116721541787
mp-760396,2.334069552343341
mp-864790,1.6724211483609535
mp-865925,2.217252258701928
mp-865964,1.5327416428971903
mp-867160,1.81117940330146
mp-867213,2.0717347638797605
mp-983583,1.8379417899576045
mp-984876,2.0166866005144315
mp-9987,2.347628551138781
